Timestamp,User_ID,Source_IP,Requested_Domain,Bytes_Sent,Bytes_Received
2026-05-27 14:36:40,USR009,10.15.2.18,bbc.co.uk,23682,912080
2026-05-27 14:42:04,USR001,10.15.2.10,stackexchange.com,24042,1489340
2026-05-27 14:45:48,USR013,10.15.2.22,mozilla.org,7752,399550
2026-05-27 14:47:46,USR019,10.15.2.28,bloomberg.com,3138,282347
2026-05-27 14:51:17,USR026,10.15.2.35,ieee.org,28094,696605
2026-05-27 14:51:35,USR003,10.15.2.12,sciencedirect.com,11006,1399132
2026-05-27 14:52:22,USR013,10.15.2.22,welt.de,31911,1397115
2026-05-27 14:54:26,USR018,10.15.2.27,cnn.com,8285,885100
2026-05-27 14:57:54,USR032,10.15.2.41,google.de,36552,1041280
2026-05-27 15:00:33,USR044,10.15.2.53,telekom.de,47313,269248
2026-05-27 15:00:47,USR021,10.15.2.30,n-tv.de,49723,840600
2026-05-27 15:01:46,USR033,10.15.2.42,reuters.com,48078,817474
2026-05-27 15:02:27,USR009,10.15.2.18,box.com,7691,228239
2026-05-27 15:05:35,USR002,10.15.2.11,cloud.google.com,8765,328195
2026-05-27 15:06:54,USR023,10.15.2.32,xing.com,33268,30623
2026-05-27 15:08:39,USR050,10.15.2.59,hubspot.com,45355,497986
2026-05-27 15:13:02,USR004,10.15.2.13,sueddeutsche.de,44953,719521
2026-05-27 15:13:05,USR028,10.15.2.37,ibm.com,39630,18837
2026-05-27 15:16:42,USR028,10.15.2.37,springer.com,31969,609055
2026-05-27 15:21:27,USR019,10.15.2.28,wiley.com,32345,175255
2026-05-27 15:21:33,USR049,10.15.2.58,ard.de,28611,521563
2026-05-27 15:23:34,USR040,10.15.2.49,sciencedirect.com,10493,1074147
2026-05-27 15:25:18,USR012,10.15.2.21,nytimes.com,16849,591590
2026-05-27 15:25:33,USR050,10.15.2.59,stackoverflow.com,8037,554663
2026-05-27 15:25:45,USR045,10.15.2.54,duckduckgo.com,16710,1399396
2026-05-27 15:28:16,USR028,10.15.2.37,telekom.de,13503,995825
2026-05-27 15:29:21,USR046,10.15.2.55,fedex.com,7254,1472407
2026-05-27 15:34:19,USR047,10.15.2.56,golem.de,33420,1283570
2026-05-27 15:35:40,USR012,10.15.2.21,coursera.org,12864,1241828
2026-05-27 15:35:43,USR041,10.15.2.50,workday.com,42081,313901
2026-05-27 15:38:06,USR015,10.15.2.24,bing.com,8394,279444
2026-05-27 15:38:24,USR026,10.15.2.35,researchgate.net,3014,576329
2026-05-27 15:44:20,USR013,10.15.2.22,cdnjs.cloudflare.com,10081,896022
2026-05-27 15:45:05,USR002,10.15.2.11,codepen.io,40900,420682
2026-05-27 15:46:43,USR006,10.15.2.15,oracle.com,3839,799657
2026-05-27 15:49:16,USR027,10.15.2.36,ard.de,34904,644663
2026-05-27 15:50:54,USR045,10.15.2.54,arxiv.org,42004,487338
2026-05-27 15:51:31,USR015,10.15.2.24,heise.de,22531,895545
2026-05-27 15:52:54,USR031,10.15.2.40,gitlab.com,4520,1071261
2026-05-27 15:57:07,USR028,10.15.2.37,dhl.de,42696,110329
2026-05-27 15:57:54,USR020,10.15.2.29,google.com,7712,566649
2026-05-27 15:58:06,USR024,10.15.2.33,gitlab.com,18886,738151
2026-05-27 16:03:51,USR046,10.15.2.55,wikimedia.org,27898,519930
2026-05-27 16:05:30,USR021,10.15.2.30,jira.com,3616,383160
2026-05-27 16:09:45,USR003,10.15.2.12,gitlab.com,535,111325
2026-05-27 16:11:57,USR043,10.15.2.52,raw.githubusercontent.com,49308,676527
2026-05-27 16:12:18,USR014,10.15.2.23,mozilla.org,19198,991977
2026-05-27 16:12:36,USR018,10.15.2.27,hubspot.com,40249,213312
2026-05-27 16:12:47,USR028,10.15.2.37,w3schools.com,12613,531033
2026-05-27 16:14:13,USR032,10.15.2.41,cloudflare.com,24327,703040
2026-05-27 16:15:09,USR020,10.15.2.29,mozilla.org,7809,205187
2026-05-27 16:17:28,USR043,10.15.2.52,telekom.de,1395,1434274
2026-05-27 16:17:40,USR036,10.15.2.45,maps.google.com,9039,696601
2026-05-27 16:18:59,USR024,10.15.2.33,bahn.de,49081,759879
2026-05-27 16:19:02,USR048,10.15.2.57,stackexchange.com,39094,1111104
2026-05-27 16:19:55,USR039,10.15.2.48,docker.com,24852,501651
2026-05-27 16:20:15,USR042,10.15.2.51,notion.so,18584,442471
2026-05-27 16:27:24,USR038,10.15.2.47,paypal.com,25669,184937
2026-05-27 16:34:20,USR007,10.15.2.16,stackexchange.com,9051,1322280
2026-05-27 16:34:28,USR048,10.15.2.57,spiegel.de,39941,254401
2026-05-27 16:35:06,USR003,10.15.2.12,sap.com,38940,1374282
2026-05-27 16:37:10,USR013,10.15.2.22,raw.githubusercontent.com,13143,1479779
2026-05-27 16:44:51,USR029,10.15.2.38,udemy.com,6964,159033
2026-05-27 16:48:21,USR035,10.15.2.44,wikimedia.org,41067,721109
2026-05-27 16:49:09,USR020,10.15.2.29,springer.com,48036,996466
2026-05-27 16:49:51,USR049,10.15.2.58,researchgate.net,13738,1120951
2026-05-27 16:50:38,USR047,10.15.2.56,slack.com,10571,93878
2026-05-27 16:53:30,USR009,10.15.2.18,wiley.com,13063,879055
2026-05-27 16:56:34,USR036,10.15.2.45,paypal.com,47135,531584
2026-05-27 16:57:06,USR049,10.15.2.58,techcrunch.com,37222,730423
2026-05-27 16:58:57,USR024,10.15.2.33,jsfiddle.net,29891,1322921
2026-05-27 17:00:53,USR046,10.15.2.55,oracle.com,8195,916622
2026-05-27 17:04:21,USR005,10.15.2.14,teams.microsoft.com,32142,880715
2026-05-27 17:04:44,USR034,10.15.2.43,fonts.googleapis.com,33521,47874
2026-05-27 17:05:40,USR011,10.15.2.20,cnn.com,39766,576931
2026-05-27 17:06:00,USR045,10.15.2.54,stackoverflow.com,8949,609453
2026-05-27 17:06:04,USR003,10.15.2.12,office.com,37604,129492
2026-05-27 17:11:06,USR045,10.15.2.54,handelsblatt.com,12964,835604
2026-05-27 17:11:20,USR032,10.15.2.41,sap.com,45372,1118670
2026-05-27 17:12:48,USR033,10.15.2.42,codepen.io,5414,349116
2026-05-27 17:13:10,USR029,10.15.2.38,google.com,49699,1070034
2026-05-27 17:16:35,USR025,10.15.2.34,slack.com,37363,820407
2026-05-27 17:28:58,USR026,10.15.2.35,focus.de,40294,571364
2026-05-27 17:31:03,USR014,10.15.2.23,stackoverflow.com,12562,9550
2026-05-27 17:33:14,USR011,10.15.2.20,sciencedirect.com,37979,458775
2026-05-27 17:36:00,USR038,10.15.2.47,wikimedia.org,46160,20583
2026-05-27 17:36:08,USR033,10.15.2.42,sciencedirect.com,30347,1058582
2026-05-27 17:37:15,USR046,10.15.2.55,bahn.de,47723,1103158
2026-05-27 17:47:54,USR017,10.15.2.26,spiegel.de,20384,464078
2026-05-27 17:49:42,USR019,10.15.2.28,welt.de,46916,565116
2026-05-27 17:57:58,USR036,10.15.2.45,cnn.com,8305,360841
2026-05-27 17:58:13,USR015,10.15.2.24,mozilla.org,3489,1120968
2026-05-27 17:58:32,USR016,10.15.2.25,golem.de,19626,83979
2026-05-27 18:03:25,USR041,10.15.2.50,linkedin.com,10208,584497
2026-05-27 18:03:38,USR009,10.15.2.18,pypi.org,18223,110045
2026-05-27 18:04:55,USR042,10.15.2.51,gstatic.com,16818,442344
2026-05-27 18:05:47,USR035,10.15.2.44,fedex.com,8114,4935
2026-05-27 18:13:27,USR042,10.15.2.51,gitlab.com,23271,1328832
2026-05-27 18:13:51,USR039,10.15.2.48,cdnjs.cloudflare.com,24690,682655
2026-05-27 18:14:32,USR006,10.15.2.15,teams.microsoft.com,46733,1153913
2026-05-27 18:17:13,USR017,10.15.2.26,handelsblatt.com,47822,282203
2026-05-27 18:19:27,USR027,10.15.2.36,reuters.com,40574,620440
2026-05-27 18:20:45,USR021,10.15.2.30,dropbox.com,4252,1314723
2026-05-27 18:21:40,USR001,10.15.2.10,confluence.com,23796,461862
2026-05-27 18:22:18,USR047,10.15.2.56,jsfiddle.net,18829,372640
2026-05-27 18:25:11,USR017,10.15.2.26,gitlab.com,1524,1128985
2026-05-27 18:29:35,USR043,10.15.2.52,welt.de,38724,225226
2026-05-27 18:31:20,USR047,10.15.2.56,coursera.org,49374,1445082
2026-05-27 18:40:32,USR025,10.15.2.34,trello.com,43349,541691
2026-05-27 18:43:06,USR041,10.15.2.50,box.com,42069,1269396
2026-05-27 18:48:36,USR036,10.15.2.45,computerbase.de,14010,929328
2026-05-27 18:55:24,USR015,10.15.2.24,xing.com,21750,565700
2026-05-27 18:55:35,USR014,10.15.2.23,trello.com,38619,1322787
2026-05-27 18:57:31,USR049,10.15.2.58,miro.com,26417,328403
2026-05-27 19:00:57,USR029,10.15.2.38,adobe.com,15686,911961
2026-05-27 19:02:07,USR024,10.15.2.33,pypi.org,10221,1006550
2026-05-27 19:04:13,USR006,10.15.2.15,amazon.de,33003,382661
2026-05-27 19:08:44,USR030,10.15.2.39,webex.com,12625,371330
2026-05-27 19:10:22,USR013,10.15.2.22,wiley.com,37833,1030691
2026-05-27 19:11:18,USR047,10.15.2.56,cloudflare.com,12323,1360040
2026-05-27 19:11:20,USR019,10.15.2.28,oracle.com,1879,652453
2026-05-27 19:15:00,USR011,10.15.2.20,ebay.de,12147,828691
2026-05-27 19:16:38,USR044,10.15.2.53,paypal.com,40334,395945
2026-05-27 19:18:16,USR005,10.15.2.14,bitbucket.org,9905,153097
2026-05-27 19:20:26,USR028,10.15.2.37,amazon.de,16572,956254
2026-05-27 19:20:53,USR042,10.15.2.51,fedex.com,26878,212205
2026-05-27 19:23:35,USR047,10.15.2.56,paypal.com,35022,289920
2026-05-27 19:25:22,USR047,10.15.2.56,box.com,49681,26722
2026-05-27 19:26:09,USR039,10.15.2.48,tagesschau.de,7035,794461
2026-05-27 19:32:33,USR025,10.15.2.34,sap.com,1857,232761
2026-05-27 19:34:29,USR001,10.15.2.10,python.org,42736,93729
2026-05-27 19:37:36,USR009,10.15.2.18,golem.de,16775,177312
2026-05-27 19:43:14,USR018,10.15.2.27,paypal.com,9847,1317720
2026-05-27 19:50:27,USR039,10.15.2.48,bahn.de,1384,21705
2026-05-27 19:50:59,USR007,10.15.2.16,dhl.de,36044,711655
2026-05-27 19:52:57,USR046,10.15.2.55,maps.google.com,6068,426299
2026-05-27 19:52:57,USR009,10.15.2.18,stackoverflow.com,31985,1182384
2026-05-27 19:53:25,USR029,10.15.2.38,maps.google.com,11191,646633
2026-05-27 20:02:16,USR022,10.15.2.31,bbc.co.uk,31885,326037
2026-05-27 20:04:42,USR016,10.15.2.25,gitlab.com,4161,1141857
2026-05-27 20:07:19,USR045,10.15.2.54,faz.net,18028,1317933
2026-05-27 20:13:43,USR035,10.15.2.44,python.org,8565,46476
2026-05-27 20:15:02,USR003,10.15.2.12,stackexchange.com,7238,1144197
2026-05-27 20:23:33,USR019,10.15.2.28,docker.com,7221,1074782
2026-05-27 20:25:06,USR027,10.15.2.36,coursera.org,9795,4538
2026-05-27 20:27:51,USR015,10.15.2.24,npmjs.com,2072,477372
2026-05-27 20:36:51,USR028,10.15.2.37,hubspot.com,25756,311070
2026-05-27 20:39:15,USR023,10.15.2.32,focus.de,43449,603560
2026-05-27 20:41:45,USR015,10.15.2.24,adobe.com,45353,808866
2026-05-27 20:43:10,USR044,10.15.2.53,forbes.com,47348,237738
2026-05-27 20:47:05,USR032,10.15.2.41,wikipedia.org,11612,232971
2026-05-27 20:47:20,USR015,10.15.2.24,jsfiddle.net,7167,593007
2026-05-27 20:51:39,USR023,10.15.2.32,atlassian.net,5499,1293209
2026-05-27 20:54:51,USR022,10.15.2.31,uni-mainz.de,8256,758009
2026-05-27 20:58:45,USR006,10.15.2.15,cnn.com,3340,1269741
2026-05-27 20:59:45,USR010,10.15.2.19,coursera.org,12169,900898
2026-05-27 21:00:32,USR034,10.15.2.43,duckduckgo.com,22444,1259476
2026-05-27 21:02:01,USR012,10.15.2.21,cloud.google.com,45027,893802
2026-05-27 21:02:52,USR010,10.15.2.19,bing.com,44230,1443080
2026-05-27 21:05:29,USR020,10.15.2.29,handelsblatt.com,41444,603894
2026-05-27 21:08:49,USR023,10.15.2.32,hubspot.com,7310,570523
2026-05-27 21:08:57,USR032,10.15.2.41,cloud.google.com,43867,776085
2026-05-27 21:09:20,USR017,10.15.2.26,wikimedia.org,47116,162158
2026-05-27 21:10:45,USR001,10.15.2.10,telekom.de,10241,1377425
2026-05-27 21:13:44,USR010,10.15.2.19,cnn.com,21488,311917
2026-05-27 21:15:41,USR025,10.15.2.34,sciencedirect.com,29774,1005344
2026-05-27 21:16:05,USR005,10.15.2.14,cloud.google.com,7916,1213824
2026-05-27 21:18:47,USR028,10.15.2.37,maps.google.com,48125,586006
2026-05-27 21:20:23,USR010,10.15.2.19,paypal.com,6427,679492
2026-05-27 21:21:16,USR009,10.15.2.18,bbc.co.uk,12419,809440
2026-05-27 21:23:38,USR023,10.15.2.32,dropbox.com,21426,1038426
2026-05-27 21:27:59,USR028,10.15.2.37,slack.com,32041,1456208
2026-05-27 21:29:43,USR027,10.15.2.36,portal.azure.com,39935,1337055
2026-05-27 21:32:21,USR022,10.15.2.31,developer.mozilla.org,9558,1373441
2026-05-27 21:42:36,USR016,10.15.2.25,cloud.google.com,25612,879992
2026-05-27 21:42:56,USR036,10.15.2.45,gitlab.com,33078,1131834
2026-05-27 21:45:51,USR035,10.15.2.44,cnn.com,32783,1118679
2026-05-27 21:49:19,USR035,10.15.2.44,udemy.com,15580,808621
2026-05-27 21:51:34,USR006,10.15.2.15,hubspot.com,38574,886664
2026-05-27 21:53:36,USR034,10.15.2.43,gstatic.com,38371,1456372
2026-05-27 21:54:31,USR048,10.15.2.57,notion.so,14874,1476493
2026-05-27 21:55:53,USR006,10.15.2.15,wiwo.de,15913,760559
2026-05-27 21:55:54,USR001,10.15.2.10,nytimes.com,13822,37975
2026-05-27 21:55:59,USR024,10.15.2.33,developer.mozilla.org,37093,995895
2026-05-27 21:57:14,USR009,10.15.2.18,developer.mozilla.org,7719,126942
2026-05-27 22:00:10,USR023,10.15.2.32,w3schools.com,24149,294236
2026-05-27 22:02:06,USR019,10.15.2.28,npmjs.com,30672,304283
2026-05-27 22:03:02,USR036,10.15.2.45,zoom.us,28095,510553
2026-05-27 22:05:14,USR014,10.15.2.23,stripe.com,15218,119158
2026-05-27 22:07:44,USR048,10.15.2.57,techcrunch.com,9530,247861
2026-05-27 22:10:44,USR045,10.15.2.54,yahoo.com,46634,302053
2026-05-27 22:19:17,USR025,10.15.2.34,pypi.org,48543,57253
2026-05-27 22:24:07,USR045,10.15.2.54,zoom.us,28333,781478
2026-05-27 22:25:46,USR004,10.15.2.13,telekom.de,46467,224318
2026-05-27 22:28:36,USR043,10.15.2.52,microsoft.com,38616,156707
2026-05-27 22:29:19,USR031,10.15.2.40,oracle.com,39423,333713
2026-05-27 22:31:38,USR002,10.15.2.11,arxiv.org,10126,767972
2026-05-27 22:32:17,USR010,10.15.2.19,sharepoint.com,5676,515898
2026-05-27 22:33:11,USR005,10.15.2.14,google.de,1317,1195663
2026-05-27 22:34:13,USR027,10.15.2.36,google.com,10311,384571
2026-05-27 22:34:23,USR031,10.15.2.40,yahoo.com,49229,295836
2026-05-27 22:35:09,USR048,10.15.2.57,bloomberg.com,35066,1466994
2026-05-27 22:38:58,USR020,10.15.2.29,fedex.com,31314,865025
2026-05-27 22:41:44,USR047,10.15.2.56,oracle.com,22607,933080
2026-05-27 22:43:43,USR042,10.15.2.51,ibm.com,46063,29702
2026-05-27 22:44:36,USR019,10.15.2.28,researchgate.net,7791,328919
2026-05-27 22:45:26,USR004,10.15.2.13,npmjs.com,42603,69358
2026-05-27 22:50:59,USR039,10.15.2.48,arxiv.org,49726,366024
2026-05-27 22:53:02,USR033,10.15.2.42,sharepoint.com,11008,24790
2026-05-27 22:53:16,USR026,10.15.2.35,cnn.com,28262,1427861
2026-05-27 22:54:35,USR030,10.15.2.39,linkedin.com,36817,1493928
2026-05-27 22:55:55,USR017,10.15.2.26,duckduckgo.com,37990,1054502
2026-05-27 22:55:58,USR020,10.15.2.29,uni-mainz.de,46988,478713
2026-05-27 22:59:04,USR028,10.15.2.37,zoom.us,10776,572063
2026-05-27 23:00:25,USR006,10.15.2.15,stripe.com,34677,793801
2026-05-27 23:01:23,USR009,10.15.2.18,welt.de,49202,446311
2026-05-27 23:01:45,USR026,10.15.2.35,welt.de,41069,119433
2026-05-27 23:05:00,USR015,10.15.2.24,stripe.com,26209,387233
2026-05-27 23:07:57,USR048,10.15.2.57,miro.com,37153,1270951
2026-05-27 23:13:05,USR005,10.15.2.14,udemy.com,45878,984381
2026-05-27 23:13:55,USR031,10.15.2.40,techcrunch.com,21025,1370811
2026-05-27 23:16:47,USR042,10.15.2.51,npmjs.com,27048,799903
2026-05-27 23:17:21,USR011,10.15.2.20,ebay.de,4082,781046
2026-05-27 23:21:06,USR042,10.15.2.51,springer.com,28301,410379
2026-05-27 23:35:32,USR018,10.15.2.27,dropbox.com,7604,220942
2026-05-27 23:36:55,USR005,10.15.2.14,bbc.co.uk,24270,1266981
2026-05-27 23:38:09,USR050,10.15.2.59,cnn.com,22485,60822
2026-05-27 23:44:22,USR016,10.15.2.25,wikimedia.org,18994,343333
2026-05-27 23:47:14,USR035,10.15.2.44,telekom.de,7477,138984
2026-05-27 23:48:01,USR014,10.15.2.23,workday.com,39632,25020
2026-05-27 23:56:12,USR049,10.15.2.58,coursera.org,20758,395727
2026-05-27 23:57:22,USR036,10.15.2.45,jsfiddle.net,13720,1340798
2026-05-27 23:59:38,USR003,10.15.2.12,github.io,16250,566486
2026-05-28 00:00:12,USR006,10.15.2.15,paypal.com,37863,1186464
2026-05-28 00:05:05,USR003,10.15.2.12,xing.com,37445,1016616
2026-05-28 00:09:59,USR003,10.15.2.12,google.com,3648,661722
2026-05-28 00:10:36,USR006,10.15.2.15,github.io,20724,19781
2026-05-28 00:11:19,USR023,10.15.2.32,golem.de,49762,594240
2026-05-28 00:12:31,USR026,10.15.2.35,welt.de,33282,410700
2026-05-28 00:16:20,USR021,10.15.2.30,cnn.com,49772,821234
2026-05-28 00:16:57,USR047,10.15.2.56,office.com,23820,273616
2026-05-28 00:20:19,USR045,10.15.2.54,python.org,44716,206220
2026-05-28 00:21:50,USR022,10.15.2.31,theguardian.com,27191,1058080
2026-05-28 00:22:58,USR007,10.15.2.16,zoom.us,33410,316964
2026-05-28 00:24:45,USR002,10.15.2.11,hubspot.com,38981,803346
2026-05-28 00:24:46,USR031,10.15.2.40,miro.com,38927,80450
2026-05-28 00:27:14,USR019,10.15.2.28,tagesschau.de,11065,319797
2026-05-28 00:29:17,USR044,10.15.2.53,forbes.com,30850,167156
2026-05-28 00:29:41,USR041,10.15.2.50,box.com,6613,487637
2026-05-28 00:29:49,USR014,10.15.2.23,xing.com,45160,1373999
2026-05-28 00:32:06,USR010,10.15.2.19,aws.amazon.com,47591,339740
2026-05-28 00:33:27,USR033,10.15.2.42,springer.com,34336,1278618
2026-05-28 00:38:35,USR042,10.15.2.51,notion.so,34794,717999
2026-05-28 00:39:23,USR029,10.15.2.38,fedex.com,9098,712977
2026-05-28 00:46:45,USR019,10.15.2.28,oracle.com,24113,1309512
2026-05-28 00:47:46,USR028,10.15.2.37,mozilla.org,3122,1496771
2026-05-28 00:50:04,USR050,10.15.2.59,bitbucket.org,45252,814927
2026-05-28 00:52:12,USR016,10.15.2.25,stripe.com,14185,1282074
2026-05-28 00:54:03,USR039,10.15.2.48,zeit.de,5415,321608
2026-05-28 00:54:54,USR037,10.15.2.46,stackexchange.com,41642,1045380
2026-05-28 00:58:39,USR007,10.15.2.16,bahn.de,1479,301101
2026-05-28 00:58:57,USR050,10.15.2.59,linkedin.com,20786,1149427
2026-05-28 00:59:20,USR006,10.15.2.15,microsoft.com,33196,199371
2026-05-28 01:01:08,USR030,10.15.2.39,jsfiddle.net,21059,357923
2026-05-28 01:04:32,USR019,10.15.2.28,wikimedia.org,11082,144945
2026-05-28 01:06:01,USR018,10.15.2.27,teams.microsoft.com,38282,763954
2026-05-28 01:06:37,USR023,10.15.2.32,oracle.com,6347,151178
2026-05-28 01:06:54,USR012,10.15.2.21,atlassian.net,47073,968244
2026-05-28 01:07:12,USR017,10.15.2.26,computerbase.de,31515,538926
2026-05-28 01:07:23,USR049,10.15.2.58,oracle.com,29469,1365761
2026-05-28 01:08:00,USR009,10.15.2.18,github.io,8624,1194720
2026-05-28 01:13:05,USR032,10.15.2.41,python.org,3094,764256
2026-05-28 01:13:30,USR019,10.15.2.28,google.com,26775,859804
2026-05-28 01:13:33,USR040,10.15.2.49,jira.com,45102,272499
2026-05-28 01:14:48,USR029,10.15.2.38,sueddeutsche.de,24534,1076746
2026-05-28 01:16:23,USR040,10.15.2.49,atlassian.net,21055,785670
2026-05-28 01:20:08,USR006,10.15.2.15,welt.de,45208,868531
2026-05-28 01:26:55,USR033,10.15.2.42,github.com,29997,553189
2026-05-28 01:27:44,USR044,10.15.2.53,oracle.com,3296,1303521
2026-05-28 01:29:55,USR042,10.15.2.51,teams.microsoft.com,4239,515418
2026-05-28 01:37:11,USR045,10.15.2.54,python.org,37252,18657
2026-05-28 01:40:02,USR010,10.15.2.19,pypi.org,7400,611559
2026-05-28 01:41:00,USR025,10.15.2.34,accounts.google.com,10868,1197657
2026-05-28 01:42:21,USR026,10.15.2.35,nytimes.com,5282,469772
2026-05-28 01:45:09,USR025,10.15.2.34,dhl.de,30795,1405310
2026-05-28 01:48:36,USR006,10.15.2.15,stripe.com,23367,979016
2026-05-28 01:49:17,USR030,10.15.2.39,pypi.org,42605,1124219
2026-05-28 01:50:12,USR030,10.15.2.39,tagesschau.de,7651,181982
2026-05-28 01:53:38,USR012,10.15.2.21,gstatic.com,48457,229222
2026-05-28 01:55:48,USR026,10.15.2.35,cnn.com,28884,420321
2026-05-28 01:56:10,USR026,10.15.2.35,slack.com,22043,137206
2026-05-28 01:58:07,USR021,10.15.2.30,jira.com,22941,1269454
2026-05-28 02:04:00,USR032,10.15.2.41,codepen.io,14435,1474810
2026-05-28 02:07:51,USR048,10.15.2.57,xing.com,31709,241759
2026-05-28 02:09:08,USR018,10.15.2.27,ibm.com,30291,82283
2026-05-28 02:09:21,USR035,10.15.2.44,linkedin.com,10706,987593
2026-05-28 02:10:49,USR010,10.15.2.19,adobe.com,42457,449679
2026-05-28 02:12:47,USR021,10.15.2.30,webex.com,37737,67689
2026-05-28 02:13:34,USR039,10.15.2.48,welt.de,25422,132862
2026-05-28 02:15:34,USR024,10.15.2.33,linkedin.com,28687,994811
2026-05-28 02:16:21,USR014,10.15.2.23,duckduckgo.com,4044,445532
2026-05-28 02:17:12,USR002,10.15.2.11,techcrunch.com,45305,888928
2026-05-28 02:19:37,USR018,10.15.2.27,stackoverflow.com,17019,1335132
2026-05-28 02:20:28,USR012,10.15.2.21,ibm.com,5978,299245
2026-05-28 02:23:05,USR005,10.15.2.14,office.com,18450,851490
2026-05-28 02:24:08,USR006,10.15.2.15,pypi.org,20051,1495605
2026-05-28 02:24:49,USR029,10.15.2.38,wikimedia.org,28006,1102539
2026-05-28 02:25:42,USR014,10.15.2.23,teams.microsoft.com,44385,546100
2026-05-28 02:29:44,USR012,10.15.2.21,slack.com,4022,195863
2026-05-28 02:30:53,USR028,10.15.2.37,pypi.org,22914,624654
2026-05-28 02:40:40,USR011,10.15.2.20,fedex.com,13515,734485
2026-05-28 02:41:29,USR027,10.15.2.36,ieee.org,32063,999194
2026-05-28 02:41:44,USR035,10.15.2.44,mozilla.org,45643,338989
2026-05-28 02:42:29,USR045,10.15.2.54,wikimedia.org,29125,745843
2026-05-28 02:43:43,USR045,10.15.2.54,accounts.google.com,37876,818081
2026-05-28 02:44:30,USR001,10.15.2.10,raw.githubusercontent.com,37259,1254269
2026-05-28 02:45:26,USR013,10.15.2.22,heise.de,5599,1402818
2026-05-28 02:45:27,USR038,10.15.2.47,fedex.com,40903,305284
2026-05-28 02:48:56,USR021,10.15.2.30,zoom.us,44020,665780
2026-05-28 02:48:59,USR001,10.15.2.10,pypi.org,10363,963877
2026-05-28 02:50:01,USR010,10.15.2.19,oracle.com,33231,665555
2026-05-28 02:50:50,USR008,10.15.2.17,heise.de,44667,854254
2026-05-28 02:51:58,USR017,10.15.2.26,spiegel.de,34624,9710
2026-05-28 02:52:39,USR029,10.15.2.38,gitlab.com,8739,1332208
2026-05-28 02:52:54,USR029,10.15.2.38,mozilla.org,42372,1214944
2026-05-28 02:53:25,USR007,10.15.2.16,ard.de,2891,460485
2026-05-28 02:53:35,USR048,10.15.2.57,docker.com,12798,883173
2026-05-28 02:53:45,USR045,10.15.2.54,cnn.com,36288,350339
2026-05-28 02:57:38,USR039,10.15.2.48,microsoft.com,25243,455272
2026-05-28 03:01:33,USR023,10.15.2.32,fonts.googleapis.com,14247,402889
2026-05-28 03:02:39,USR044,10.15.2.53,w3schools.com,38303,32138
2026-05-28 03:03:43,USR024,10.15.2.33,tagesschau.de,24341,35955
2026-05-28 03:09:21,USR020,10.15.2.29,dropbox.com,20617,1054948
2026-05-28 03:11:01,USR008,10.15.2.17,welt.de,46330,1048752
2026-05-28 03:13:25,USR042,10.15.2.51,gitlab.com,30384,870333
2026-05-28 03:23:46,USR027,10.15.2.36,sharepoint.com,23550,740640
2026-05-28 03:24:28,USR035,10.15.2.44,box.com,28408,1099166
2026-05-28 03:25:26,USR049,10.15.2.58,zdf.de,22508,239775
2026-05-28 03:28:10,USR012,10.15.2.21,maps.google.com,30569,900385
2026-05-28 03:31:26,USR024,10.15.2.33,uni-mainz.de,12093,1161208
